date,symbol,open,high,low,close,volume,log_ret_close,log_ret_vol,volatility,rsi,macd,target_log_ret_close_next_1d
2021-08-08,ETHUSDT,3160.48,3189.99,2949.03,3011.85,966349.70579,-0.04811561615229547,-0.22093899580625276,1.0147464151465297,71.72927936443025,76.4372528885182,0.048182063122100834
2021-08-09,ETHUSDT,3011.84,3186.0,2893.23,3160.52,1129584.61614,0.048182063122100834,0.1560794648134852,1.1664098503259475,74.73709119004529,76.88055458347219,-0.005985248375036194
2021-08-10,ETHUSDT,3160.51,3233.0,3051.22,3141.66,880675.74443,-0.005985248375036194,-0.24891574359778385,0.8583724431660498,73.6663464613541,70.38556974430657,0.005978920282418204
2021-08-11,ETHUSDT,3141.14,3274.0,3120.27,3160.5,732546.60433,0.005978920282418204,-0.1841625416661978,0.705379651352594,74.06605391888726,62.127782135166626,-0.03691412051983386
2021-08-12,ETHUSDT,3160.4,3239.0,2979.29,3045.96,737628.45808,-0.03691412051983386,0.006913290967753303,0.7326512998493006,67.37084558074389,44.54438899014511,0.08684721165506971
2021-08-13,ETHUSDT,3046.11,3327.83,3033.8,3322.32,579333.40323,0.08684721165506971,-0.24156211568638664,0.6260683583102562,73.57708244935063,46.882436599489125,-0.01796728302571902
2021-08-14,ETHUSDT,3322.33,3330.98,3200.0,3263.16,486102.53787,-0.01796728302571902,-0.17545855288913478,0.5460602994130741,70.48632407454586,40.0653358916511,0.013372597588089221
2021-08-15,ETHUSDT,3263.16,3320.0,3111.13,3307.09,565579.67765,0.013372597588089221,0.15143159841391746,0.7182327583322725,71.4455352651233,34.35497522521072,-0.049768390285118105
2021-08-16,ETHUSDT,3307.35,3335.0,3135.22,3146.53,635667.05422,-0.049768390285118105,0.11682374328007375,0.8705295899760755,63.34251251771218,16.50926830575051,-0.043788914213628044
2021-08-17,ETHUSDT,3147.18,3290.0,2991.89,3011.72,804996.06971,-0.043788914213628044,0.23616246844656916,1.2203425297528896,57.45085008551421,-6.401460217672536,0.0009392211792826106
2021-08-18,ETHUSDT,3011.73,3125.81,2950.0,3014.55,625103.25568,0.0009392211792826106,-0.2529205498799356,0.9634222010528346,57.540133379679816,-22.48737443872193,0.054725390405797096
2021-08-19,ETHUSDT,3014.18,3188.0,2958.33,3184.12,634769.92174,0.054725390405797096,0.015345760088666578,1.0020248454283163,62.60368657389591,-22.760166529456228,0.031135900200595323
2021-08-20,ETHUSDT,3184.11,3300.0,3177.16,3284.82,558127.4554,0.031135900200595323,-0.12867525427356283,0.9019612969823998,65.25371346897818,-17.450547291522696,-0.01886584590860062
2021-08-21,ETHUSDT,3284.81,3309.16,3207.0,3223.43,421156.09084,-0.01886584590860062,-0.2815838239366234,0.6839573098879154,62.35282857580783,-19.224751597286172,0.004509845249292537
2021-08-22,ETHUSDT,3223.36,3272.0,3126.42,3238.0,406479.07654,0.004509845249292537,-0.035471071620560665,0.6702204395283968,62.77578672244852,-20.454545701083333,0.025394395539343882
2021-08-23,ETHUSDT,3238.0,3377.89,3230.02,3321.28,602103.44614,0.025394395539343882,0.39289681255151704,1.0314282438055709,65.18355825222251,-16.847114470112672,-0.04642309843336153
2021-08-24,ETHUSDT,3321.28,3357.85,3147.31,3170.62,540480.07853,-0.04642309843336153,-0.10797148907212144,0.9335326032091963,57.888571466685704,-25.28801790986779,0.017585474802417882
2021-08-25,ETHUSDT,3170.63,3248.0,3080.0,3226.87,483697.69444,0.017585474802417882,-0.11099766560678659,0.8937929857575481,59.701915052624685,-27.57594867139045,-0.042306473411100186
2021-08-26,ETHUSDT,3226.88,3250.0,3053.3,3093.2,442298.47372,-0.042306473411100186,-0.08947517922109782,0.8489847622375389,53.775885641481715,-37.944777797129035,0.056638320858238035
2021-08-27,ETHUSDT,3093.06,3280.0,3060.18,3273.45,451027.80711,0.056638320858238035,0.019544060076869978,0.9139785120608329,59.59944938128988,-32.71488145841175,-0.008889383828903476
2021-08-28,ETHUSDT,3273.89,3287.0,3210.31,3244.48,262360.34921,-0.008889383828903476,-0.5418100567068403,0.5486672545138259,58.32755252775987,-31.25953379572178,-0.006496671711105125
